"Experiment","Ensemble","Model","Data","Time","Temp"
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",84,292.452209472656
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",85,292.478668212891
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",86,292.581024169922
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",87,292.637512207031
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",88,292.619262695312
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",89,292.623748779297
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",90,292.603790283203
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",91,292.717193603516
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",92,292.717254638672
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",93,292.764892578125
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",94,292.793395996094
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",95,292.785400390625
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",96,292.81982421875
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",97,292.877532958984
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",98,292.959442138672
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",99,292.965606689453
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",100,292.942443847656
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",101,292.960754394531
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",102,292.906951904297
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",103,293.017242431641
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",104,293.057067871094
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",105,293.057922363281
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",106,293.143615722656
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",107,293.150329589844
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",108,293.181335449219
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",109,293.186889648438
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",110,293.184997558594
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",111,293.187927246094
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",112,293.286590576172
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",113,293.258056640625
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",114,293.256042480469
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",115,293.363220214844
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",116,293.419219970703
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",117,293.448883056641
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",118,293.543762207031
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",119,293.536224365234
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",120,293.535461425781
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",121,293.607086181641
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",122,293.631958007812
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",123,293.63134765625
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",124,293.762512207031
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",125,293.783599853516
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",126,293.764190673828
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",127,293.847473144531
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",128,293.896453857422
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",129,293.958435058594
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",130,294.007873535156
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",131,293.989135742188
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",132,294.049407958984
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",133,294.026458740234
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",134,294.099395751953
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",135,294.130218505859
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",136,294.162353515625
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",137,294.220977783203
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",138,294.206634521484
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",139,294.220611572266
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",140,294.260284423828
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",141,294.197845458984
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",142,294.243927001953
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",143,294.324951171875
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",144,294.430267333984
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",145,294.454315185547
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",146,294.473754882812
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",147,294.471771240234
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",148,294.505279541016
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",149,294.539276123047
"1pctCO2","r1i1p1f1","BCC-ESM1","Ocean",150,294.59716796875
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",0,288.055541992188
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",1,288.019714355469
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",2,288.043792724609
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",3,288.094543457031
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",4,288.105163574219
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",5,287.984130859375
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",6,288.164672851562
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",7,288.15673828125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",8,288.163421630859
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",9,288.201416015625
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",10,288.254272460938
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",11,288.208526611328
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",12,288.22216796875
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",13,288.325561523438
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",14,288.358612060547
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",15,288.444091796875
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",16,288.457824707031
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",17,288.446563720703
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",18,288.498382568359
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",19,288.474700927734
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",20,288.517181396484
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",21,288.688537597656
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",22,288.576202392578
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",23,288.568939208984
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",24,288.497131347656
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",25,288.539459228516
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",26,288.565002441406
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",27,288.69189453125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",28,288.6611328125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",29,288.655731201172
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",30,288.604339599609
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",31,288.613006591797
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",32,288.578216552734
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",33,288.584991455078
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",34,288.676361083984
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",35,288.756439208984
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",36,288.840667724609
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",37,288.848785400391
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",38,288.807159423828
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",39,288.837249755859
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",40,288.854766845703
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",41,288.847259521484
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",42,288.917724609375
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",43,288.895660400391
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",44,288.875305175781
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",45,288.878387451172
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",46,288.996032714844
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",47,289.026611328125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",48,289.054473876953
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",49,289.228210449219
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",50,289.128509521484
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",51,289.179595947266
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",52,289.128936767578
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",53,289.166931152344
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",54,289.287719726562
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",55,289.245025634766
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",56,289.335815429688
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",57,289.303924560547
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",58,289.352966308594
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",59,289.431610107422
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",60,289.458435058594
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",61,289.528442382812
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",62,289.513732910156
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",63,289.588256835938
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",64,289.551544189453
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",65,289.650177001953
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",66,289.798217773438
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",67,289.868316650391
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",68,289.921417236328
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",69,289.935272216797
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",70,289.828704833984
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",71,289.837493896484
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",72,289.925567626953
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",73,289.982391357422
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",74,290.062927246094
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",75,290.062591552734
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",76,290.121337890625
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",77,290.075042724609
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",78,290.138000488281
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",79,290.112121582031
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",80,290.140533447266
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",81,290.204650878906
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",82,290.178375244141
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",83,290.296844482422
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",84,290.269683837891
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",85,290.242309570312
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",86,290.381317138672
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",87,290.471710205078
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",88,290.406677246094
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",89,290.428039550781
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",90,290.404357910156
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",91,290.56787109375
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",92,290.568542480469
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",93,290.574310302734
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",94,290.661743164062
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",95,290.626342773438
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",96,290.652984619141
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",97,290.725738525391
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",98,290.818206787109
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",99,290.837341308594
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",100,290.844207763672
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",101,290.841522216797
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",102,290.744750976562
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",103,290.890380859375
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",104,290.985870361328
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",105,291.009948730469
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",106,291.036987304688
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",107,291.079559326172
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",108,291.079376220703
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",109,291.084014892578
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",110,291.134063720703
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",111,291.150360107422
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",112,291.224456787109
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",113,291.217224121094
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",114,291.182067871094
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",115,291.339294433594
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",116,291.364929199219
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",117,291.454345703125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",118,291.530151367188
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",119,291.589141845703
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",120,291.548828125
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",121,291.623657226562
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",122,291.647338867188
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",123,291.635009765625
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",124,291.784362792969
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",125,291.855865478516
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",126,291.828338623047
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",127,291.906127929688
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",128,292.006622314453
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",129,292.056945800781
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",130,292.111846923828
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",131,292.077545166016
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",132,292.153656005859
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",133,292.088073730469
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",134,292.241088867188
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",135,292.228240966797
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",136,292.293914794922
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",137,292.320983886719
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",138,292.353698730469
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",139,292.349761962891
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",140,292.490112304688
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",141,292.395324707031
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",142,292.458221435547
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",143,292.536224365234
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",144,292.609405517578
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",145,292.670074462891
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",146,292.610687255859
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",147,292.678375244141
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",148,292.741058349609
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",149,292.713134765625
"1pctCO2","r1i1p1f1","BCC-ESM1","Global",150,292.777648925781
"1pctCO2","r1i1p1f1","CanESM5","Land",0,280.786560058594
"1pctCO2","r1i1p1f1","CanESM5","Land",1,280.69384765625
"1pctCO2","r1i1p1f1","CanESM5","Land",2,280.862548828125
"1pctCO2","r1i1p1f1","CanESM5","Land",3,280.726531982422
"1pctCO2","r1i1p1f1","CanESM5","Land",4,280.724273681641
"1pctCO2","r1i1p1f1","CanESM5","Land",5,280.881591796875
"1pctCO2","r1i1p1f1","CanESM5","Land",6,280.494049072266
"1pctCO2","r1i1p1f1","CanESM5","Land",7,280.923767089844
"1pctCO2","r1i1p1f1","CanESM5","Land",8,280.785827636719
"1pctCO2","r1i1p1f1","CanESM5","Land",9,280.715972900391
"1pctCO2","r1i1p1f1","CanESM5","Land",10,280.81884765625
"1pctCO2","r1i1p1f1","CanESM5","Land",11,281.044860839844
"1pctCO2","r1i1p1f1","CanESM5","Land",12,280.923522949219
"1pctCO2","r1i1p1f1","CanESM5","Land",13,280.768432617188
"1pctCO2","r1i1p1f1","CanESM5","Land",14,280.889312744141
"1pctCO2","r1i1p1f1","CanESM5","Land",15,280.725646972656
"1pctCO2","r1i1p1f1","CanESM5","Land",16,281.169738769531
"1pctCO2","r1i1p1f1","CanESM5","Land",17,281.060455322266
"1pctCO2","r1i1p1f1","CanESM5","Land",18,281.158020019531
"1pctCO2","r1i1p1f1","CanESM5","Land",19,281.351501464844
"1pctCO2","r1i1p1f1","CanESM5","Land",20,281.107421875
"1pctCO2","r1i1p1f1","CanESM5","Land",21,281.257080078125
"1pctCO2","r1i1p1f1","CanESM5","Land",22,281.561218261719
"1pctCO2","r1i1p1f1","CanESM5","Land",23,281.693817138672
"1pctCO2","r1i1p1f1","CanESM5","Land",24,281.610443115234
"1pctCO2","r1i1p1f1","CanESM5","Land",25,281.498992919922
"1pctCO2","r1i1p1f1","CanESM5","Land",26,281.366271972656
"1pctCO2","r1i1p1f1","CanESM5","Land",27,281.240753173828
"1pctCO2","r1i1p1f1","CanESM5","Land",28,281.531555175781
"1pctCO2","r1i1p1f1","CanESM5","Land",29,282.151062011719
"1pctCO2","r1i1p1f1","CanESM5","Land",30,281.84326171875
"1pctCO2","r1i1p1f1","CanESM5","Land",31,281.839904785156
"1pctCO2","r1i1p1f1","CanESM5","Land",32,282.212951660156
"1pctCO2","r1i1p1f1","CanESM5","Land",33,282.151824951172
"1pctCO2","r1i1p1f1","CanESM5","Land",34,282.128845214844
"1pctCO2","r1i1p1f1","CanESM5","Land",35,281.730560302734
"1pctCO2","r1i1p1f1","CanESM5","Land",36,281.879760742188
"1pctCO2","r1i1p1f1","CanESM5","Land",37,282.412445068359
"1pctCO2","r1i1p1f1","CanESM5","Land",38,282.268035888672
"1pctCO2","r1i1p1f1","CanESM5","Land",39,282.34619140625
"1pctCO2","r1i1p1f1","CanESM5","Land",40,282.246002197266
"1pctCO2","r1i1p1f1","CanESM5","Land",41,282.375640869141
"1pctCO2","r1i1p1f1","CanESM5","Land",42,282.643432617188
"1pctCO2","r1i1p1f1","CanESM5","Land",43,282.539001464844
"1pctCO2","r1i1p1f1","CanESM5","Land",44,282.579345703125
"1pctCO2","r1i1p1f1","CanESM5","Land",45,282.513580322266
"1pctCO2","r1i1p1f1","CanESM5","Land",46,282.750549316406
"1pctCO2","r1i1p1f1","CanESM5","Land",47,282.425354003906
"1pctCO2","r1i1p1f1","CanESM5","Land",48,282.589294433594
"1pctCO2","r1i1p1f1","CanESM5","Land",49,282.904144287109
"1pctCO2","r1i1p1f1","CanESM5","Land",50,283.046264648438
"1pctCO2","r1i1p1f1","CanESM5","Land",51,283.251159667969
"1pctCO2","r1i1p1f1","CanESM5","Land",52,283.236389160156
"1pctCO2","r1i1p1f1","CanESM5","Land",53,283.20849609375
"1pctCO2","r1i1p1f1","CanESM5","Land",54,283.260620117188
"1pctCO2","r1i1p1f1","CanESM5","Land",55,283.035583496094
"1pctCO2","r1i1p1f1","CanESM5","Land",56,283.359588623047
"1pctCO2","r1i1p1f1","CanESM5","Land",57,283.511901855469
"1pctCO2","r1i1p1f1","CanESM5","Land",58,283.387298583984
"1pctCO2","r1i1p1f1","CanESM5","Land",59,283.341949462891
"1pctCO2","r1i1p1f1","CanESM5","Land",60,283.229461669922
"1pctCO2","r1i1p1f1","CanESM5","Land",61,283.789733886719
"1pctCO2","r1i1p1f1","CanESM5","Land",62,284.100921630859
"1pctCO2","r1i1p1f1","CanESM5","Land",63,283.953369140625
"1pctCO2","r1i1p1f1","CanESM5","Land",64,283.889617919922
"1pctCO2","r1i1p1f1","CanESM5","Land",65,283.972991943359
"1pctCO2","r1i1p1f1","CanESM5","Land",66,284.004516601562
"1pctCO2","r1i1p1f1","CanESM5","Land",67,284.259735107422
"1pctCO2","r1i1p1f1","CanESM5","Land",68,284.589752197266
"1pctCO2","r1i1p1f1","CanESM5","Land",69,284.369079589844
"1pctCO2","r1i1p1f1","CanESM5","Land",70,284.273956298828
"1pctCO2","r1i1p1f1","CanESM5","Land",71,284.465698242188
"1pctCO2","r1i1p1f1","CanESM5","Land",72,284.532501220703
"1pctCO2","r1i1p1f1","CanESM5","Land",73,284.540496826172
"1pctCO2","r1i1p1f1","CanESM5","Land",74,284.504760742188
"1pctCO2","r1i1p1f1","CanESM5","Land",75,284.672119140625
"1pctCO2","r1i1p1f1","CanESM5","Land",76,284.58935546875
"1pctCO2","r1i1p1f1","CanESM5","Land",77,284.765960693359
"1pctCO2","r1i1p1f1","CanESM5","Land",78,284.953247070312
"1pctCO2","r1i1p1f1","CanESM5","Land",79,284.845245361328
"1pctCO2","r1i1p1f1","CanESM5","Land",80,284.756378173828
"1pctCO2","r1i1p1f1","CanESM5","Land",81,284.754821777344
"1pctCO2","r1i1p1f1","CanESM5","Land",82,284.958160400391
"1pctCO2","r1i1p1f1","CanESM5","Land",83,285.108947753906
"1pctCO2","r1i1p1f1","CanESM5","Land",84,285.398132324219
"1pctCO2","r1i1p1f1","CanESM5","Land",85,285.290802001953
"1pctCO2","r1i1p1f1","CanESM5","Land",86,285.057769775391
"1pctCO2","r1i1p1f1","CanESM5","Land",87,285.482818603516
"1pctCO2","r1i1p1f1","CanESM5","Land",88,285.451477050781
"1pctCO2","r1i1p1f1","CanESM5","Land",89,285.666381835938
"1pctCO2","r1i1p1f1","CanESM5","Land",90,285.519317626953
"1pctCO2","r1i1p1f1","CanESM5","Land",91,285.779602050781
"1pctCO2","r1i1p1f1","CanESM5","Land",92,285.801177978516
"1pctCO2","r1i1p1f1","CanESM5","Land",93,285.975433349609
"1pctCO2","r1i1p1f1","CanESM5","Land",94,285.922149658203
"1pctCO2","r1i1p1f1","CanESM5","Land",95,285.56201171875
"1pctCO2","r1i1p1f1","CanESM5","Land",96,285.86083984375
"1pctCO2","r1i1p1f1","CanESM5","Land",97,286.400207519531
"1pctCO2","r1i1p1f1","CanESM5","Land",98,286.285369873047
"1pctCO2","r1i1p1f1","CanESM5","Land",99,286.07080078125
"1pctCO2","r1i1p1f1","CanESM5","Land",100,286.148101806641
"1pctCO2","r1i1p1f1","CanESM5","Land",101,286.34375
"1pctCO2","r1i1p1f1","CanESM5","Land",102,286.2333984375
"1pctCO2","r1i1p1f1","CanESM5","Land",103,286.688262939453
"1pctCO2","r1i1p1f1","CanESM5","Land",104,286.781311035156
"1pctCO2","r1i1p1f1","CanESM5","Land",105,286.677185058594
"1pctCO2","r1i1p1f1","CanESM5","Land",106,286.583038330078
"1pctCO2","r1i1p1f1","CanESM5","Land",107,286.924285888672
"1pctCO2","r1i1p1f1","CanESM5","Land",108,286.707214355469
"1pctCO2","r1i1p1f1","CanESM5","Land",109,286.977630615234
"1pctCO2","r1i1p1f1","CanESM5","Land",110,287.389038085938
"1pctCO2","r1i1p1f1","CanESM5","Land",111,287.123657226562
"1pctCO2","r1i1p1f1","CanESM5","Land",112,286.975799560547
"1pctCO2","r1i1p1f1","CanESM5","Land",113,287.257080078125
"1pctCO2","r1i1p1f1","CanESM5","Land",114,287.382354736328
"1pctCO2","r1i1p1f1","CanESM5","Land",115,287.603973388672
"1pctCO2","r1i1p1f1","CanESM5","Land",116,287.700439453125
"1pctCO2","r1i1p1f1","CanESM5","Land",117,287.540466308594
"1pctCO2","r1i1p1f1","CanESM5","Land",118,287.660980224609
"1pctCO2","r1i1p1f1","CanESM5","Land",119,288.098358154297
"1pctCO2","r1i1p1f1","CanESM5","Land",120,288.027282714844
"1pctCO2","r1i1p1f1","CanESM5","Land",121,287.955444335938
"1pctCO2","r1i1p1f1","CanESM5","Land",122,288.165435791016
"1pctCO2","r1i1p1f1","CanESM5","Land",123,288.294006347656
"1pctCO2","r1i1p1f1","CanESM5","Land",124,288.083801269531
"1pctCO2","r1i1p1f1","CanESM5","Land",125,288.151062011719
"1pctCO2","r1i1p1f1","CanESM5","Land",126,288.825653076172
"1pctCO2","r1i1p1f1","CanESM5","Land",127,288.779113769531
"1pctCO2","r1i1p1f1","CanESM5","Land",128,288.467590332031
"1pctCO2","r1i1p1f1","CanESM5","Land",129,288.580413818359
"1pctCO2","r1i1p1f1","CanESM5","Land",130,288.797668457031
"1pctCO2","r1i1p1f1","CanESM5","Land",131,288.788146972656
"1pctCO2","r1i1p1f1","CanESM5","Land",132,289.043548583984
"1pctCO2","r1i1p1f1","CanESM5","Land",133,288.850769042969
"1pctCO2","r1i1p1f1","CanESM5","Land",134,289.143402099609
"1pctCO2","r1i1p1f1","CanESM5","Land",135,289.036590576172
"1pctCO2","r1i1p1f1","CanESM5","Land",136,289.075958251953
"1pctCO2","r1i1p1f1","CanESM5","Land",137,289.182312011719
"1pctCO2","r1i1p1f1","CanESM5","Land",138,289.194091796875
"1pctCO2","r1i1p1f1","CanESM5","Land",139,289.270782470703
"1pctCO2","r1i1p1f1","CanESM5","Land",140,289.568634033203
"1pctCO2","r1i1p1f1","CanESM5","Land",141,289.771362304688
"1pctCO2","r1i1p1f1","CanESM5","Land",142,289.665435791016
"1pctCO2","r1i1p1f1","CanESM5","Land",143,289.924041748047
"1pctCO2","r1i1p1f1","CanESM5","Land",144,289.745056152344
"1pctCO2","r1i1p1f1","CanESM5","Land",145,289.912017822266
"1pctCO2","r1i1p1f1","CanESM5","Land",146,290.148590087891
"1pctCO2","r1i1p1f1","CanESM5","Land",147,290.194915771484
"1pctCO2","r1i1p1f1","CanESM5","Land",148,290.297760009766
"1pctCO2","r1i1p1f1","CanESM5","Land",149,290.418334960938
"1pctCO2","r1i1p1f1","CanESM5","Land",150,290.3681640625
"1pctCO2","r1i1p1f1","CanESM5","Ocean",0,289.172698974609
"1pctCO2","r1i1p1f1","CanESM5","Ocean",1,289.125122070312
"1pctCO2","r1i1p1f1","CanESM5","Ocean",2,289.134063720703
"1pctCO2","r1i1p1f1","CanESM5","Ocean",3,289.135162353516
"1pctCO2","r1i1p1f1","CanESM5","Ocean",4,289.057647705078
"1pctCO2","r1i1p1f1","CanESM5","Ocean",5,289.045989990234
"1pctCO2","r1i1p1f1","CanESM5","Ocean",6,289.018035888672
